transaction_id,booking_id,transaction_date,transaction_time,transaction_hour,room_number,room_type,nights,base_rate,amount,payment_method,channel,transaction_type,staff_id,is_anomaly,anomaly_type
TXN0004967,BK000718,2024-02-21,15:27:00,15,140,Standard Double,2,85,170.0,OTA (Booking.com),Expedia,Room Charge,STAFF002,0,None
TXN0004968,BK002245,2024-05-17,18:18:00,18,150,Standard Single,1,65,69.51,OTA (Booking.com),Direct Website,Room Charge,STAFF005,0,None
TXN0004969,BK005449,2024-10-28,15:00:00,15,122,Queen Room,1,95,95.0,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0004970,BK005960,2024-12-05,19:16:00,19,114,Standard Double,1,20,20.0,OTA (Booking.com),Hotels.com,Parking Fee,STAFF004,0,None
TXN0004971,BK002514,2024-06-01,14:37:00,14,111,Standard Double,2,85,189.2,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0004972,BK005904,2024-12-01,17:52:00,17,120,Standard Double,4,85,359.38,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0004973,BK005637,2024-11-11,19:28:00,19,130,Standard Single,5,65,325.0,OTA (Booking.com),Booking.com,Room Charge,STAFF004,0,None
TXN0004974,BK004780,2024-09-17,12:29:00,12,150,Queen Room,1,10,10.0,OTA (Booking.com),Expedia,Parking Fee,STAFF001,0,None
TXN0004975,BK005760,2024-11-20,16:08:00,16,106,Suite,4,140,560.0,OTA (Booking.com),Direct Website,Room Charge,STAFF003,0,None
TXN0004976,BK005610,2024-11-09,15:59:00,15,111,Standard Single,1,65,68.96,OTA (Booking.com),Expedia,Room Charge,STAFF001,0,None
TXN0004977,BK006059,2024-12-14,20:39:00,20,152,Standard Double,5,85,471.59,OTA (Booking.com),Direct Website,Room Charge,STAFF001,0,None
TXN0004978,BK001309,2024-03-24,17:11:00,17,117,Standard Single,1,65,71.33,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0004979,BK006116,2024-12-19,12:31:00,12,103,Standard Double,1,10,10.0,OTA (Booking.com),Booking.com,Late Check-out Fee,STAFF004,0,None
TXN0004980,BK006427,2024-02-12,20:59:00,16,103,Standard Single,3,65,932.17,Cash,Front Desk,Room Charge,STAFF002,1,Large Cash Payment
TXN0004981,BK004408,2024-08-25,14:17:00,14,120,Standard Single,2,65,138.32,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0004982,BK002962,2024-06-22,13:15:00,13,127,Queen Room,4,95,431.96,OTA (Booking.com),Expedia,Room Charge,STAFF002,0,None
TXN0004983,BK005920,2024-12-02,12:02:00,12,107,Standard Single,1,65,65.0,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0004984,BK005913,2024-12-02,17:26:00,17,141,Queen Room,3,95,285.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0004985,BK000760,2024-02-23,16:26:00,16,111,Standard Double,1,85,90.28,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0004986,BK001393,2024-03-29,19:10:00,19,124,Standard Double,3,85,279.75,OTA (Booking.com),Expedia,Room Charge,STAFF001,0,None
TXN0004987,BK005713,2024-11-16,16:37:00,16,130,Standard Double,1,85,94.56,OTA (Booking.com),Booking.com,Room Charge,STAFF002,0,None
TXN0004988,BK000447,2024-02-03,15:48:00,15,150,Queen Room,1,25,25.0,Credit Card,Front Desk,Early Check-in Fee,STAFF001,0,None
TXN0004989,BK006191,2024-12-24,17:28:00,17,143,Standard Single,1,65,65.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0004990,BK004524,2024-08-31,19:50:00,19,144,Standard Double,2,85,188.61,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0004991,BK005916,2024-12-02,13:15:00,13,147,Standard Double,1,85,85.0,OTA (Booking.com),Hotels.com,Room Charge,STAFF001,0,None
TXN0004992,BK006423,2024-07-18,14:41:00,17,138,Standard Single,1,65,551.71,Cash,Front Desk,Room Charge,STAFF003,1,Large Cash Payment
TXN0004993,BK004145,2024-08-13,12:44:00,12,127,Standard Single,5,65,325.0,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0004994,BK005166,2024-10-11,16:58:00,16,149,Queen Room,1,10,10.0,Credit Card,Front Desk,Pet Fee,STAFF005,0,None
TXN0004995,BK002752,2024-06-12,18:08:00,18,101,Standard Single,1,10,10.0,OTA (Booking.com),Expedia,Pet Fee,STAFF005,0,None
TXN0004996,BK001080,2024-03-12,16:41:00,16,125,Standard Double,3,85,255.0,Cash,Front Desk,Room Charge,STAFF004,0,None
TXN0004997,BK000207,2024-01-15,16:54:00,16,139,Queen Room,1,15,15.0,Credit Card,Front Desk,Parking Fee,STAFF004,0,None
TXN0004998,BK002746,2024-06-11,14:02:00,14,111,Standard Double,4,85,340.0,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0004999,BK004086,2024-08-10,14:27:00,14,151,Standard Double,1,20,20.0,Credit Card,Front Desk,Late Check-out Fee,STAFF002,0,None
TXN0005000,BK006132,2024-12-20,13:22:00,13,138,Queen Room,1,20,20.0,Credit Card,Front Desk,Pet Fee,STAFF002,0,None
TXN0005001,BK004604,2024-09-06,17:11:00,17,103,Standard Single,1,65,72.12,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0005002,BK002987,2024-06-23,14:01:00,14,144,Standard Double,1,85,89.44,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0005003,BK005387,2024-10-24,17:47:00,17,134,Queen Room,2,95,190.0,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0005004,BK001848,2024-04-23,13:20:00,13,102,Queen Room,2,95,190.0,OTA (Booking.com),Expedia,Room Charge,STAFF004,0,None
TXN0005005,BK006197,2024-12-24,12:13:00,12,116,Standard Double,1,85,85.0,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0005006,BK002866,2024-06-18,14:39:00,14,148,Suite,1,140,140.0,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0005007,BK000194,2024-01-15,12:22:00,12,116,Standard Double,1,85,85.0,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0005008,BK001231,2024-03-20,13:57:00,13,106,Queen Room,1,95,95.0,OTA (Booking.com),Hotels.com,Room Charge,STAFF004,0,None
TXN0005009,BK006309,2024-01-18,13:39:00,13,150,Standard Double,1,85,85.0,Cash,Front Desk,Room Charge,STAFF004,1,Duplicate Charge
TXN0005010,BK004407,2024-08-25,14:36:00,14,107,Standard Double,1,85,92.07,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0005011,BK000713,2024-02-21,13:23:00,13,136,Standard Double,1,85,85.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0005012,BK004041,2024-08-08,15:30:00,15,106,Standard Double,7,85,595.0,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0005013,BK006039,2024-12-12,16:52:00,16,108,Standard Double,7,85,595.0,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0005014,BK000511,2024-02-08,15:14:00,15,109,Queen Room,1,95,95.0,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0005015,BK002786,2024-06-14,14:26:00,14,108,Standard Double,1,85,96.62,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0005016,BK001464,2024-04-01,13:28:00,13,124,Standard Single,3,65,195.0,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0005017,BK005991,2024-12-08,16:11:00,16,144,Suite,1,140,156.96,OTA (Booking.com),Direct Website,Room Charge,STAFF005,0,None
TXN0005018,BK003060,2024-06-25,14:25:00,14,138,Standard Single,2,65,130.0,OTA (Booking.com),Booking.com,Room Charge,STAFF003,0,None
TXN0005019,BK002076,2024-05-06,14:55:00,14,143,Standard Double,1,25,25.0,Credit Card,Front Desk,Late Check-out Fee,STAFF003,0,None
TXN0005020,BK001992,2024-05-01,16:18:00,16,149,Standard Single,1,15,15.0,OTA (Booking.com),Expedia,Parking Fee,STAFF003,0,None
TXN0005021,BK001365,2024-03-27,17:54:00,17,115,Standard Double,2,85,170.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0005022,BK002326,2024-05-21,16:13:00,16,125,Standard Single,1,15,15.0,OTA (Booking.com),Booking.com,Early Check-in Fee,STAFF003,0,None
TXN0005023,BK001779,2024-04-20,14:19:00,14,124,Standard Single,1,20,20.0,Cash,Front Desk,Pet Fee,STAFF004,0,None
TXN0005024,BK003898,2024-08-01,16:37:00,16,146,Queen Room,1,95,95.0,OTA (Booking.com),Booking.com,Room Charge,STAFF005,0,None
TXN0005025,BK002851,2024-06-17,13:09:00,13,109,Standard Double,3,85,255.0,OTA (Booking.com),Expedia,Room Charge,STAFF004,0,None
TXN0005026,BK000526,2024-02-08,12:42:00,12,116,Standard Double,2,85,170.0,Cash,Front Desk,Room Charge,STAFF005,0,None
TXN0005027,BK000467,2024-02-05,16:04:00,16,117,Standard Double,1,20,20.0,Credit Card,Front Desk,Pet Fee,STAFF003,0,None
TXN0005028,BK002476,2024-05-30,16:31:00,16,107,Standard Single,1,65,65.0,OTA (Booking.com),Hotels.com,Room Charge,STAFF002,0,None
TXN0005029,BK001747,2024-04-17,16:12:00,16,132,Standard Single,4,65,260.0,OTA (Booking.com),Booking.com,Room Charge,STAFF005,0,None
TXN0005030,BK006221,2024-12-27,17:13:00,17,120,Standard Single,1,65,72.27,OTA (Booking.com),Expedia,Room Charge,STAFF002,0,None
TXN0005031,BK004951,2024-09-27,15:01:00,15,127,Standard Single,4,65,285.93,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0005032,BK001454,2024-03-31,20:41:00,20,143,Standard Single,3,65,222.97,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0005033,BK004199,2024-08-15,12:52:00,12,133,Standard Double,1,85,85.0,OTA (Booking.com),Expedia,Room Charge,STAFF002,0,None
TXN0005034,BK000203,2024-01-15,17:31:00,17,124,Standard Double,1,25,25.0,Credit Card,Front Desk,Parking Fee,STAFF005,0,None
TXN0005035,BK002256,2024-05-17,15:09:00,15,149,Standard Double,1,25,25.0,Cash,Front Desk,Late Check-out Fee,STAFF005,0,None
TXN0005036,BK003829,2024-07-30,17:35:00,17,109,Queen Room,1,95,95.0,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0005037,BK002178,2024-05-13,15:11:00,15,103,Standard Single,3,65,195.0,OTA (Booking.com),Booking.com,Room Charge,STAFF003,0,None
TXN0005038,BK002588,2024-06-05,14:22:00,14,151,Standard Single,2,65,130.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0005039,BK002732,2024-06-11,18:06:00,18,128,Standard Double,1,85,85.0,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0005040,BK003531,2024-07-16,17:06:00,17,138,Queen Room,3,95,285.0,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0005041,BK001761,2024-04-18,18:24:00,18,128,Standard Double,1,15,15.0,Credit Card,Front Desk,Pet Fee,STAFF001,0,None
TXN0005042,BK005483,2024-10-31,15:48:00,15,147,Standard Double,1,85,85.0,OTA (Booking.com),Booking.com,Room Charge,STAFF005,0,None
TXN0005043,BK005200,2024-10-13,16:33:00,16,123,Standard Double,4,85,365.45,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0005044,BK000371,2024-01-28,15:34:00,15,123,Standard Double,3,85,271.59,OTA (Booking.com),Booking.com,Room Charge,STAFF001,0,None
TXN0005045,BK001702,2024-04-15,15:21:00,15,121,Standard Double,2,85,170.0,OTA (Booking.com),Expedia,Room Charge,STAFF004,0,None
TXN0005046,BK004320,2024-08-21,14:13:00,14,124,Standard Double,2,85,170.0,OTA (Booking.com),Expedia,Room Charge,STAFF002,0,None
TXN0005047,BK001964,2024-04-30,16:34:00,16,148,Standard Double,1,85,85.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0005048,BK000006,2024-01-01,14:53:00,14,141,Suite,2,140,280.0,Cash,Front Desk,Room Charge,STAFF005,0,None
TXN0005049,BK002826,2024-06-16,18:41:00,18,150,Standard Single,1,65,69.33,OTA (Booking.com),Expedia,Room Charge,STAFF003,0,None
TXN0005050,BK005503,2024-10-31,15:11:00,15,124,Standard Double,4,85,340.0,OTA (Booking.com),Direct Website,Room Charge,STAFF001,0,None
TXN0005051,BK003773,2024-07-27,13:22:00,13,101,Standard Single,1,65,69.09,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0005052,BK003399,2024-07-09,19:49:00,19,139,Standard Single,2,65,130.0,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0005053,BK001869,2024-04-24,12:12:00,12,149,Standard Single,2,65,130.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0005054,BK001388,2024-03-29,18:31:00,18,109,Suite,2,140,301.22,OTA (Booking.com),Booking.com,Room Charge,STAFF002,0,None
TXN0005055,BK006047,2024-12-13,15:27:00,15,133,Queen Room,1,20,20.0,OTA (Booking.com),Direct Website,Late Check-out Fee,STAFF004,0,None
TXN0005056,BK001753,2024-04-18,13:57:00,13,131,Standard Double,5,85,425.0,OTA (Booking.com),Expedia,Room Charge,STAFF003,0,None
TXN0005057,BK000779,2024-02-24,14:29:00,14,130,Standard Single,2,65,143.91,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0005058,BK004414,2024-08-26,12:45:00,12,147,Queen Room,5,95,475.0,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0005059,BK000824,2024-02-27,14:07:00,14,117,Queen Room,2,95,190.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0005060,BK001529,2024-04-05,14:59:00,14,112,Standard Double,2,85,192.54,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0005061,BK003069,2024-06-26,15:12:00,15,145,Standard Single,4,65,260.0,Cash,Front Desk,Room Charge,STAFF004,0,None
TXN0005062,BK005917,2024-12-02,16:55:00,16,150,Standard Single,7,65,455.0,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0005063,BK005660,2024-11-12,13:50:00,13,102,Standard Single,1,65,65.0,OTA (Booking.com),Booking.com,Room Charge,STAFF004,0,None
TXN0005064,BK005694,2024-11-15,12:02:00,12,105,Standard Double,2,85,179.32,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0005065,BK002989,2024-06-23,12:34:00,12,134,Standard Double,3,85,270.29,OTA (Booking.com),Expedia,Room Charge,STAFF004,0,None
TXN0005066,BK005802,2024-11-24,14:37:00,14,135,Suite,1,140,147.19,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0005067,BK002356,2024-05-23,15:47:00,15,134,Standard Single,2,65,130.0,OTA (Booking.com),Booking.com,Room Charge,STAFF002,0,None
TXN0005068,BK000601,2024-02-13,16:00:00,16,111,Suite,1,140,140.0,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0005069,BK006297,2024-01-20,14:03:00,14,105,Standard Double,1,85,92.18,Credit Card,Front Desk,Room Charge,STAFF004,1,Duplicate Charge
TXN0005070,BK001341,2024-03-26,15:56:00,15,147,Queen Room,2,95,190.0,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0005071,BK002154,2024-05-11,15:42:00,15,121,Standard Double,1,25,25.0,Credit Card,Front Desk,Late Check-out Fee,STAFF002,0,None
TXN0005072,BK003858,2024-07-31,16:47:00,16,117,Standard Single,1,25,25.0,Cash,Front Desk,Parking Fee,STAFF002,0,None
TXN0005073,BK000842,2024-02-28,16:31:00,16,151,Queen Room,1,25,25.0,Cash,Front Desk,Early Check-in Fee,STAFF004,0,None
TXN0005074,BK004503,2024-08-30,12:21:00,12,132,Standard Single,1,15,15.0,OTA (Booking.com),Direct Website,Parking Fee,STAFF005,0,None
TXN0005075,BK005485,2024-10-31,12:41:00,12,116,Standard Double,1,10,10.0,OTA (Booking.com),Hotels.com,Late Check-out Fee,STAFF004,0,None
TXN0005076,BK005528,2024-11-02,15:24:00,15,143,Standard Double,1,15,15.0,Credit Card,Front Desk,Pet Fee,STAFF005,0,None
TXN0005077,BK005765,2024-11-20,15:14:00,15,144,Standard Double,3,85,255.0,OTA (Booking.com),Hotels.com,Room Charge,STAFF005,0,None
TXN0005078,BK003920,2024-08-03,14:20:00,14,136,Standard Double,1,10,10.0,Cash,Front Desk,Parking Fee,STAFF001,0,None
TXN0005079,BK002005,2024-05-02,12:45:00,12,109,Standard Single,1,65,65.0,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0005080,BK005543,2024-11-04,17:43:00,17,114,Standard Single,1,10,10.0,Credit Card,Front Desk,Early Check-in Fee,STAFF001,0,None
TXN0005081,BK001766,2024-04-18,13:01:00,13,141,Standard Single,4,65,260.0,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0005082,BK001327,2024-03-25,13:59:00,13,144,Standard Single,2,65,130.0,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0005083,BK000466,2024-02-05,14:53:00,14,147,Standard Single,1,65,65.0,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0005084,BK003610,2024-07-20,14:05:00,14,119,Standard Single,1,25,25.0,Cash,Front Desk,Parking Fee,STAFF005,0,None
TXN0005085,BK000266,2024-01-20,12:26:00,12,124,Queen Room,3,95,327.13,Cash,Front Desk,Room Charge,STAFF004,0,None
TXN0005086,BK005238,2024-10-15,17:43:00,17,143,Standard Single,4,65,260.0,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0005087,BK005084,2024-10-06,12:20:00,12,117,Standard Single,1,65,68.61,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0005088,BK002899,2024-06-19,14:37:00,14,108,Standard Double,4,85,340.0,Cash,Front Desk,Room Charge,STAFF001,0,None
TXN0005089,BK004668,2024-09-10,18:09:00,18,124,Standard Single,3,65,195.0,Cash,Front Desk,Room Charge,STAFF001,0,None
TXN0005090,BK005669,2024-11-13,12:24:00,12,151,Queen Room,2,95,190.0,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0005091,BK002486,2024-05-31,16:23:00,16,137,Standard Double,1,10,10.0,Credit Card,Front Desk,Late Check-out Fee,STAFF002,0,None
TXN0005092,BK000075,2024-01-06,12:58:00,12,125,Standard Single,1,65,72.01,OTA (Booking.com),Expedia,Room Charge,STAFF004,0,None
TXN0005093,BK004105,2024-08-11,14:54:00,14,104,Standard Double,1,85,90.78,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0005094,BK001186,2024-03-18,16:28:00,16,115,Standard Single,2,65,130.0,OTA (Booking.com),Booking.com,Room Charge,STAFF004,0,None
TXN0005095,BK002775,2024-06-13,14:46:00,14,151,Standard Single,1,65,65.0,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0005096,BK003968,2024-08-05,12:57:00,12,105,Standard Double,3,85,255.0,OTA (Booking.com),Hotels.com,Room Charge,STAFF001,0,None
TXN0005097,BK002820,2024-06-16,12:35:00,12,133,Suite,2,140,320.84,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0005098,BK005179,2024-10-12,14:36:00,14,145,Queen Room,1,95,102.86,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0005099,BK004042,2024-08-08,16:35:00,16,138,Standard Double,2,85,170.0,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0005100,BK001171,2024-03-17,16:12:00,16,146,Standard Double,1,85,97.48,OTA (Booking.com),Hotels.com,Room Charge,STAFF004,0,None
TXN0005101,BK003925,2024-08-03,14:19:00,14,133,Standard Double,2,85,189.24,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0005102,BK005719,2024-11-17,16:52:00,16,110,Queen Room,2,95,206.08,OTA (Booking.com),Direct Website,Room Charge,STAFF005,0,None
TXN0005103,BK003579,2024-07-18,13:55:00,13,129,Queen Room,2,95,190.0,Cash,Front Desk,Room Charge,STAFF004,0,None
TXN0005104,BK003305,2024-07-05,17:30:00,17,108,Queen Room,2,95,212.41,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0005105,BK002834,2024-06-16,14:15:00,14,101,Standard Single,1,65,74.27,OTA (Booking.com),Expedia,Room Charge,STAFF002,0,None
TXN0005106,BK001607,2024-04-09,15:03:00,15,151,Suite,1,140,140.0,OTA (Booking.com),Booking.com,Room Charge,STAFF002,0,None
TXN0005107,BK000436,2024-02-02,15:41:00,15,139,Standard Single,1,25,25.0,OTA (Booking.com),Booking.com,Parking Fee,STAFF005,0,None
TXN0005108,BK005909,2024-12-02,18:41:00,18,120,Queen Room,1,25,25.0,Credit Card,Front Desk,Early Check-in Fee,STAFF001,0,None
TXN0005109,BK004936,2024-09-27,16:12:00,16,126,Standard Double,3,85,276.59,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0005110,BK005389,2024-10-24,12:45:00,12,105,Standard Single,3,65,195.0,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0005111,BK002367,2024-05-23,13:31:00,13,139,Standard Double,5,85,425.0,Cash,Front Desk,Room Charge,STAFF005,0,None
TXN0005112,BK004138,2024-08-12,15:50:00,15,117,Queen Room,1,15,15.0,Credit Card,Front Desk,Late Check-out Fee,STAFF004,0,None
TXN0005113,BK005011,2024-10-01,18:59:00,18,115,Standard Double,4,85,340.0,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0005114,BK004243,2024-08-17,13:47:00,13,101,Standard Double,1,15,15.0,OTA (Booking.com),Hotels.com,Parking Fee,STAFF005,0,None
TXN0005115,BK004231,2024-08-16,12:07:00,12,145,Standard Single,1,10,10.0,Credit Card,Front Desk,Early Check-in Fee,STAFF002,0,None
TXN0005116,BK004365,2024-08-23,13:48:00,13,135,Standard Single,7,65,520.23,Cash,Front Desk,Room Charge,STAFF004,0,None
TXN0005117,BK003463,2024-07-13,15:05:00,15,107,Standard Single,5,65,368.66,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0005118,BK005728,2024-11-17,14:55:00,14,103,Standard Double,4,85,358.82,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0005119,BK000286,2024-01-22,12:32:00,12,130,Queen Room,1,25,25.0,OTA (Booking.com),Booking.com,Early Check-in Fee,STAFF003,0,None
TXN0005120,BK001485,2024-04-02,15:58:00,15,123,Standard Single,3,65,195.0,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0005121,BK004612,2024-09-06,12:38:00,12,146,Standard Single,1,15,15.0,Credit Card,Front Desk,Parking Fee,STAFF002,0,None
TXN0005122,BK005702,2024-11-15,14:11:00,14,137,Standard Double,2,85,185.54,OTA (Booking.com),Expedia,Room Charge,STAFF003,0,None
TXN0005123,BK002835,2024-06-17,14:39:00,14,125,Standard Double,4,85,340.0,OTA (Booking.com),Booking.com,Room Charge,STAFF004,0,None
TXN0005124,BK002823,2024-06-16,14:48:00,14,149,Standard Double,1,15,15.0,Cash,Front Desk,Late Check-out Fee,STAFF001,0,None
TXN0005125,BK001820,2024-04-21,13:30:00,13,131,Standard Single,2,65,139.28,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0005126,BK003296,2024-07-05,12:18:00,12,142,Standard Double,1,15,15.0,OTA (Booking.com),Booking.com,Late Check-out Fee,STAFF002,0,None
TXN0005127,BK003869,2024-07-31,15:26:00,15,144,Standard Double,1,85,85.0,Cash,Front Desk,Room Charge,STAFF004,0,None
TXN0005128,BK004072,2024-08-09,13:21:00,13,151,Standard Single,1,65,73.86,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0005129,BK005861,2024-11-28,17:32:00,17,127,Standard Single,3,65,195.0,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0005130,BK002888,2024-06-19,17:42:00,17,108,Standard Double,1,85,85.0,OTA (Booking.com),Booking.com,Room Charge,STAFF001,0,None
TXN0005131,BK004023,2024-08-07,12:31:00,12,128,Suite,1,15,15.0,OTA (Booking.com),Booking.com,Late Check-out Fee,STAFF002,0,None
TXN0005132,BK004498,2024-08-30,17:30:00,17,141,Standard Double,1,85,92.99,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0005133,BK004523,2024-08-31,15:44:00,15,136,Queen Room,1,95,99.8,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0005134,BK000902,2024-03-03,14:41:00,14,149,Standard Single,1,65,70.78,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0005135,BK004251,2024-08-17,17:51:00,17,134,Standard Single,5,65,353.88,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0005136,BK001099,2024-03-13,16:33:00,16,137,Standard Single,1,65,65.0,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0005137,BK005837,2024-11-26,12:33:00,12,111,Standard Double,2,85,170.0,OTA (Booking.com),Expedia,Room Charge,STAFF004,0,None
TXN0005138,BK005720,2024-11-17,12:14:00,12,152,Standard Double,2,85,184.37,OTA (Booking.com),Expedia,Room Charge,STAFF002,0,None
TXN0005139,BK004288,2024-08-19,15:29:00,15,145,Standard Double,2,85,170.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0005140,BK000673,2024-02-18,14:13:00,14,145,Standard Single,4,65,281.56,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0005141,BK001771,2024-04-19,15:15:00,15,104,Standard Double,1,25,25.0,Credit Card,Front Desk,Pet Fee,STAFF005,0,None
TXN0005142,BK002032,2024-05-03,13:55:00,13,143,Suite,3,140,455.39,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0005143,BK006269,2024-12-30,16:59:00,16,123,Standard Double,3,85,255.0,OTA (Booking.com),Direct Website,Room Charge,STAFF004,0,None
TXN0005144,BK000646,2024-02-17,14:43:00,14,140,Standard Double,1,85,95.45,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0005145,BK000444,2024-02-03,14:30:00,14,113,Standard Single,3,65,216.07,Cash,Front Desk,Room Charge,STAFF005,0,None
TXN0005146,BK000162,2024-01-12,16:27:00,16,108,Standard Double,1,85,95.67,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0005147,BK001267,2024-03-22,14:05:00,14,137,Standard Double,1,25,25.0,OTA (Booking.com),Direct Website,Pet Fee,STAFF004,0,None
TXN0005148,BK001547,2024-04-06,13:33:00,13,124,Suite,3,140,465.66,Cash,Front Desk,Room Charge,STAFF004,0,None
TXN0005149,BK002520,2024-06-02,13:17:00,13,143,Standard Double,5,85,460.85,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0005150,BK004033,2024-08-08,12:42:00,12,145,Queen Room,1,95,95.0,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0005151,BK000698,2024-02-20,12:34:00,12,106,Standard Single,4,65,260.0,OTA (Booking.com),Expedia,Room Charge,STAFF004,0,None
TXN0005152,BK000481,2024-02-06,14:58:00,14,112,Queen Room,1,10,10.0,Cash,Front Desk,Pet Fee,STAFF005,0,None
TXN0005153,BK004627,2024-09-07,13:01:00,13,112,Standard Double,1,10,10.0,Credit Card,Front Desk,Late Check-out Fee,STAFF003,0,None
TXN0005154,BK004188,2024-08-14,13:42:00,13,149,Standard Single,1,65,65.0,OTA (Booking.com),Direct Website,Room Charge,STAFF002,0,None
TXN0005155,BK001516,2024-04-04,14:17:00,14,133,Queen Room,2,95,190.0,OTA (Booking.com),Hotels.com,Room Charge,STAFF001,0,None
TXN0005156,BK000126,2024-01-10,19:57:00,19,119,Suite,5,140,700.0,OTA (Booking.com),Hotels.com,Room Charge,STAFF002,0,None
TXN0005157,BK003874,2024-08-01,12:50:00,12,136,Standard Double,4,85,340.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0005158,BK004448,2024-08-27,15:57:00,15,142,Queen Room,4,95,380.0,Cash,Front Desk,Room Charge,STAFF003,0,None
